"sample.clean","tree.id","sample","species","ref.chron","dated","truncated","nrings","completed.by","completed.date","previous crossdating results","Alignment good through","previous crossdating notes","previous crossdating notes2"
"1253","1253","1253",NA,TRUE,TRUE,"no",89,"Sky","4/21/2015 12:10:04","Good alignment through year X",1916,"",""
"2555","2555","2555",NA,TRUE,TRUE,"no",89,"Alec","4/2/2015 14:55:56","Good alignment throughout",NA,"",""
"PM110","PM110","PM110",NA,TRUE,TRUE,"no",89,"Joshua","7/13/2015 14:23:22","Good alignment through year X",1958,"ref chron all used",""
"PM41","PM41","PM41",NA,TRUE,TRUE,"no",89,"Morgan","6/19/2015 11:24:00","Good alignment throughout",NA,"",""
"PM43","PM43","PM43",NA,TRUE,TRUE,"no",89,"Joshua","7/11/2015 12:25:37","Good alignment throughout",NA,"",""
"PM46","PM46","PM46",NA,TRUE,TRUE,"no",89,"Morgan","6/19/2015 10:29:00","Good alignment throughout",NA,"",""
"1081","1081","1081",NA,TRUE,TRUE,"no",88,"Cameron","7/3/2015 12:37:29","Good alignment throughout",NA,"This is a resubmission. Core was dated badly. Also, reference chronology length did not limit alignment, although original form said it did. ",""
"2047","2047","2047",NA,TRUE,TRUE,"no",88,"Sky","5/6/2015 16:02:03","Good alignment throughout",NA,"",""
"1036","1036","1036",NA,TRUE,TRUE,"no",87,"Sky","5/20/2015 17:07:02","Good alignment throughout",NA,"",""
"1069","1069","1069",NA,TRUE,TRUE,"no",87,"Sky","5/7/2015 10:36:52","Good alignment through year X",1953,"",""
"1089","1089","1089",NA,TRUE,TRUE,"no",87,"Cameron","6/18/2017 10:54:05","",NA,"",""
"1222","1222","1222",NA,TRUE,TRUE,"no",87,"Sky","5/12/2015 11:19:29","Good alignment throughout",NA,"",""
"1224","1224","1224",NA,TRUE,TRUE,"no",87,"Sky","5/20/2015 15:49:55","Good alignment through year X",1955,"Modified by Cameron for task C.1: 10/12/15",""
"1233","1233","1233",NA,TRUE,TRUE,"no",87,"Sky","5/12/2015 11:29:42","Good alignment through year X",1949,"appears there may be ~3 missing rings after 1949 but unclear where",""
"1286","1286","1286",NA,TRUE,TRUE,"no",87,"Sky","4/28/2015 12:17:24","Good alignment throughout",NA,"",""
"1418Z","1418","1418Z",NA,TRUE,TRUE,"no",87,"Joshua","6/27/2015 12:52:33","Good alignment throughout",NA,"",""
"2119","2119","2119",NA,TRUE,TRUE,"no",87,"Sky","5/19/2015 13:12:20","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"2609","2609","2609",NA,TRUE,TRUE,"no",87,"Alec","4/3/2015 11:41:26","Good alignment throughout",NA,"",""
"4048","4048","4048",NA,TRUE,TRUE,"no",87,"Sky","5/13/2015 17:49:32","Good alignment through year X",1931,"",""
"1134","1134","1134",NA,TRUE,TRUE,"no",86,"Cameron","10/19/2015 18:06:09","Good alignment throughout",NA,"Adding one oitenial ring helped later alignment",""
"1434","1434","1434",NA,TRUE,TRUE,"no",86,"Alec","4/2/2015 15:04:15","Good alignment throughout",NA,"",""
"2002","2002","2002",NA,TRUE,TRUE,"no",86,"Alec","4/30/2015 16:26:52","Good alignment throughout",NA,"",""
"2116","2116","2116",NA,TRUE,TRUE,"no",86,"Sky","4/21/2015 10:57:03","Good alignment through year X",1958,"",""
"2552","2552","2552",NA,TRUE,TRUE,"no",86,"Alec","4/2/2015 15:11:29","Good alignment throughout",NA,"",""
"2556","2556","2556",NA,TRUE,TRUE,"no",86,"Alec","4/2/2015 15:12:59","Good alignment throughout",NA,"",""
"PM253","PM253","PM253",NA,TRUE,TRUE,"no",86,"Joshua","7/13/2015 14:26:44","Good alignment throughout",NA,"ref chron all used",""
"PM282","PM282","PM282",NA,TRUE,TRUE,"no",86,"Joshua","7/9/2015 14:03:22","Good alignment throughout",NA,"ref chron all used",""
"PM40","PM40","PM40",NA,TRUE,TRUE,"no",86,"Morgan","6/19/2015 11:05:02","Good alignment throughout",NA,"",""
"PMX1","PMX1","PMX1",NA,TRUE,TRUE,"no",86,"Sky","5/27/2015 18:09:56","Good alignment through year X",1951,"",""
"1031","1031","1031",NA,TRUE,TRUE,"no",85,"Sky","5/13/2015 17:50:13","Good alignment throughout",NA,"",""
"1109","1109","1109",NA,TRUE,TRUE,"no",85,"Joshua","6/23/2015 12:47:11","Good alignment throughout",NA,"",""
"2010","2010","2010",NA,TRUE,TRUE,"no",85,"Alec","5/4/2015 10:59:55","Good alignment throughout",NA,"",""
"2053","2053","2053",NA,TRUE,TRUE,"no",85,"Sky","4/20/2015 14:22:11","Good alignment through year X",1919,"",""
"2145","2145","2145",NA,TRUE,TRUE,"no",85,"Alec","4/30/2015 16:43:13","Good alignment throughout",NA,"",""
"2574","2574","2574",NA,TRUE,TRUE,"no",85,"Alec","4/2/2015 15:16:33","Good alignment throughout",NA,"",""
"PM117","PM117","PM117",NA,TRUE,TRUE,"no",85,"Cameron","6/23/2015 14:54:45","Good alignment throughout",NA,"",""
"PM206","PM206","PM206",NA,TRUE,TRUE,"no",85,"Sky","5/27/2015 18:11:30","Good alignment throughout",NA,"",""
"PM89","PM89","PM89",NA,TRUE,TRUE,"no",85,"Sky","4/21/2015 10:59:21","Good alignment through year X",1927,"",""
"PM92","PM92","PM92",NA,TRUE,TRUE,"no",85,"Joshua","7/13/2015 14:34:14","Good alignment throughout",NA,"ref chron all used",""
"1262","1262","1262",NA,TRUE,TRUE,"no",84,"Sky","5/20/2015 15:56:31","Good alignment throughout",NA,"",""
"1273Z","1273","1273Z",NA,TRUE,TRUE,"no",84,"Sky","5/20/2015 16:02:32","Good alignment throughout",NA,"limited alignment with plot crossdating (1969 vs 1924)",""
"2003","2003","2003",NA,TRUE,TRUE,"no",84,"Alec","3/31/2015 10:41:08","Good alignment throughout",NA,"",""
"2523Z","2523","2523Z",NA,TRUE,TRUE,"no",84,"Sky","5/12/2015 11:36:47","Good alignment through year X",1954,"difficult core, could not make positive correlation after 1954",""
"2606","2606","2606",NA,TRUE,TRUE,"no",84,"Alec","5/4/2015 11:00:49","Good alignment throughout",NA,"",""
"PM201","PM201","PM201",NA,TRUE,TRUE,"no",84,"Sky","5/27/2015 18:13:47","Good alignment throughout",NA,"",""
"PM255","PM255","PM255",NA,TRUE,TRUE,"no",84,"Cameron","6/23/2015 16:21:48","Good alignment throughout",NA,"",""
"PM95","PM95","PM95",NA,TRUE,TRUE,"no",84,"Joshua","7/13/2015 14:37:02","Good alignment throughout",NA,"ref chron all used",""
"1100","1100","1100",NA,TRUE,TRUE,"no",83,"Rosie","3/3/2015 13:27:45","Good alignment throughout",NA,"","It worked much better to remove the last year's ring- but it doesn't look like bark"
"1360","1360","1360",NA,TRUE,TRUE,"no",83,"Alec","5/14/2015 16:12:16","Good alignment throughout",NA,"",""
"2000","2000","2000",NA,TRUE,TRUE,"no",83,"Alec","4/2/2015 15:17:56","Good alignment throughout",NA,"",""
"2113","2113","2113",NA,TRUE,TRUE,"no",83,"Sky","5/12/2015 11:44:06","Good alignment throughout",NA,"",""
"2118","2118","2118",NA,TRUE,TRUE,"no",83,"Sky","5/19/2015 13:11:25","Good alignment throughout",NA,"",""
"4029","4029","4029",NA,TRUE,TRUE,"no",83,"Sky","4/30/2015 12:02:13","Good alignment through year X",1939,"",""
"PM290","PM290","PM290",NA,TRUE,TRUE,"no",83,"Alec","4/2/2015 15:19:21","Good alignment throughout",NA,"",""
"PM45","PM45","PM45",NA,TRUE,TRUE,"no",83,"Morgan","6/19/2015 11:17:07","Good alignment throughout",NA,"",""
"2009","2009","2009",NA,TRUE,TRUE,"no",82,"Alec","4/30/2015 16:44:47","Good alignment throughout",NA,"",""
"2104","2104","2104",NA,TRUE,TRUE,"no",82,"Sky","5/12/2015 11:52:40","Good alignment through year X",1952,"appears ~2 missing rings after 1952 but unclear where",""
"PM100","PM100","PM100",NA,TRUE,TRUE,"no",82,"Cameron","10/12/2015 14:43:24","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"PM116","PM116","PM116",NA,TRUE,TRUE,"no",82,"Joshua","7/13/2015 14:39:02","Good alignment throughout",NA,"ref chron all used",""
"PM125","PM125","PM125",NA,TRUE,TRUE,"no",82,"Joshua","7/11/2015 12:22:40","Good alignment throughout",NA,"ref chron all used",""
"PM133","PM133","PM133",NA,TRUE,TRUE,"no",82,"Joshua","7/9/2015 15:07:34","Good alignment throughout",NA,"ref chron all used","Check dating"
"PM203","PM203","PM203",NA,TRUE,TRUE,"no",82,"Sky","5/27/2015 18:15:55","Good alignment through year X",1936,"",""
"1065","1065","1065",NA,TRUE,TRUE,"no",81,"Joshua","6/30/2015 12:03:19","Good alignment through year X",1954,"",""
"1158","1158","1158",NA,TRUE,TRUE,"no",81,"Cameron","6/23/2015 15:25:30","Good alignment throughout",NA,"",""
"1244","1244","1244",NA,TRUE,TRUE,"no",81,"Sky","5/12/2015 12:00:28","Good alignment throughout",NA,"",""
"1296","1296","1296",NA,TRUE,TRUE,"no",81,"Cameron","7/3/2015 13:25:49","Good alignment throughout",NA,"RESUBMISSION previous tech failed to delete uncs. ",""
"2504","2504","2504",NA,TRUE,TRUE,"no",81,"Sky","4/7/2015 12:39:19","Good alignment through year X",1930,"",""
"PM200","PM200","PM200",NA,TRUE,TRUE,"no",81,"Sky","5/27/2015 18:36:34","Good alignment throughout",NA,"",""
"PM256","PM256","PM256",NA,TRUE,TRUE,"no",81,"Joshua","7/13/2015 14:42:06","Good alignment throughout",NA,"ref chron all used",""
"PM81A","PM81","PM81A",NA,TRUE,TRUE,"no",81,"Joshua","7/13/2015 14:44:38","Good alignment throughout",NA,"ref chron all used",""
"2124","2124","2124",NA,TRUE,TRUE,"no",80,"Sky","5/12/2015 12:03:44","Good alignment throughout",NA,"","check alignment between 1967 and 1947"
"PM204","PM204","PM204",NA,TRUE,TRUE,"no",80,"Sky","5/27/2015 18:20:41","Good alignment throughout",NA,"",""
"PM287","PM287","PM287",NA,TRUE,TRUE,"no",80,"Joshua","7/9/2015 14:13:48","Good alignment throughout",NA,"ref chron all used",""
"PM295","PM295","PM295",NA,TRUE,TRUE,"no",80,"Morgan","6/25/2015 13:07:34","Good alignment throughout",NA,"",""
"1112","1112","1112",NA,TRUE,TRUE,"no",79,"Joshua","6/25/2015 15:31:03","Good alignment throughout",NA,"",""
"1129","1129","1129",NA,TRUE,TRUE,"no",79,"Cameron","6/25/2015 14:31:01","Good alignment throughout",NA,"",""
"1205","1205","1205",NA,TRUE,TRUE,"no",79,"Sky","4/23/2015 11:37:27","Good alignment throughout",NA,"",""
"1219","1219","1219",NA,TRUE,TRUE,"no",79,"Sky","4/28/2015 12:25:11","Good alignment throughout",NA,"",""
"2134","2134","2134",NA,TRUE,TRUE,"no",79,"Sky","5/12/2015 12:11:58","Good alignment throughout",NA,"",""
"2550","2550","2550",NA,TRUE,TRUE,"no",79,"Alec","5/4/2015 11:02:15","Good alignment throughout",NA,"",""
"2566","2566","2566",NA,TRUE,TRUE,"no",79,"Alec","4/30/2015 16:46:00","Good alignment throughout",NA,"",""
"PM187","PM187","PM187",NA,TRUE,TRUE,"no",79,"Sky","5/27/2015 18:21:59","Good alignment through year X",1954,"",""
"1010","1010","1010",NA,TRUE,TRUE,"no",78,"Sky","4/30/2015 12:16:17","Good alignment through year X",1944,"",""
"1124","1124","1124",NA,TRUE,TRUE,"no",78,"Cameron","6/25/2015 15:38:44","Good alignment through year X",1975,"",""
"1220","1220","1220",NA,TRUE,TRUE,"no",78,"Sky","5/6/2015 16:05:00","Good alignment throughout",NA,"",""
"2568","2568","2568",NA,TRUE,TRUE,"no",78,"Alec","4/2/2015 15:21:59","Good alignment throughout",NA,"",""
"4021","4021","4021",NA,TRUE,TRUE,"no",78,"Joshua","5/15/2015 13:41:13","Good alignment throughout",NA,"Added a ring but made more sense",""
"PM24A","PM24","PM24A",NA,TRUE,TRUE,"no",78,"Cameron","10/19/2015 17:29:18","Good alignment throughout",NA,"",""
"PM257","PM257","PM257",NA,TRUE,TRUE,"no",78,"Joshua","7/13/2015 14:56:41","Good alignment through year X",1948,"ref chron all used",""
"PM293","PM293","PM293",NA,TRUE,TRUE,"no",78,"Alec","4/3/2015 10:11:52","Good alignment throughout",NA,"",""
"1063","1063","1063",NA,TRUE,TRUE,"no",77,"Sky","4/7/2015 12:25:53","Good alignment through year X",1936,"",""
"1067","1067","1067",NA,TRUE,TRUE,"no",77,"Sky","5/4/2015 14:55:33","Good alignment throughout",NA,"",""
"1072","1072","1072",NA,TRUE,TRUE,"no",77,"Sky","3/9/2015 14:32:11","Good alignment through year X",1939,"",""
"1133","1133","1133",NA,TRUE,TRUE,"no",77,"Joshua","6/25/2015 15:15:21","Good alignment throughout",NA,"",""
"1436","1436","1436",NA,TRUE,TRUE,"no",77,"Alec","4/30/2015 16:49:49","Good alignment throughout",NA,"",""
"4031","4031","4031",NA,TRUE,TRUE,"no",77,"Sky","4/30/2015 11:25:53","Good alignment through year X",1939,"","modifications made to better fit later years did not make sense in image: truncated good alignment or include modifications?"
"PM218","PM218","PM218",NA,TRUE,TRUE,"no",77,"Sky","5/27/2015 17:10:43","Good alignment throughout",NA,"",""
"PM258","PM258","PM258",NA,TRUE,TRUE,"no",77,"Joshua","7/14/2015 12:33:06","Good alignment throughout",NA,"ref chron all used",""
"PM25A","PM25","PM25A",NA,TRUE,TRUE,"no",77,"Cameron","10/19/2015 17:32:44","Good alignment throughout",NA,"",""
"PM88","PM88","PM88",NA,TRUE,TRUE,"no",77,"Joshua","7/14/2015 12:36:24","Good alignment throughout",NA,"ref chron all used",""
"2054","2054","2054",NA,TRUE,TRUE,"no",76,"Sky","5/12/2015 12:13:11","Good alignment throughout",NA,"",""
"2105","2105","2105",NA,TRUE,TRUE,"no",76,"Sky","5/12/2015 12:15:23","Good alignment throughout",NA,"",""
"2502","2502","2502",NA,TRUE,TRUE,"no",76,"Sky","4/7/2015 12:20:53","Good alignment through year X",1927,"",""
"2571","2571","2571",NA,TRUE,TRUE,"no",76,"Alec","3/31/2015 11:16:13","Good alignment throughout",NA,"",""
"PM108","PM108","PM108",NA,TRUE,TRUE,"no",76,"Joshua","7/9/2015 14:34:19","Good alignment throughout",NA,"ref chron all used",""
"PM111","PM111","PM111",NA,TRUE,TRUE,"no",76,"Joshua","7/13/2015 14:53:11","Good alignment throughout",NA,"",""
"PM129","PM129","PM129",NA,TRUE,TRUE,"no",76,"Joshua","7/9/2015 14:39:25","Good alignment throughout",NA,"ref chron all used","Check dating. This was the only way to get good alignment"
"PM188","PM188","PM188",NA,TRUE,TRUE,"no",76,"Sky","5/27/2015 18:22:49","Good alignment throughout",NA,"",""
"1034","1034","1034",NA,TRUE,TRUE,"no",75,"Sky","5/20/2015 17:06:23","Good alignment throughout",NA,"",""
"1131","1131","1131",NA,TRUE,TRUE,"no",75,"Cameron","10/12/2015 14:27:38","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"1154","1154","1154",NA,TRUE,TRUE,"no",75,"Morgan","6/25/2015 15:24:21","Good alignment throughout",NA,"",""
"1231","1231","1231",NA,TRUE,TRUE,"no",75,"Morgan","6/19/2015 11:27:20","Good alignment throughout",NA,"",""
"1307","1307","1307",NA,TRUE,TRUE,"no",75,"Cole","3/13/2015 13:42:05","Good alignment throughout",NA,"",""
"2581","2581","2581",NA,TRUE,TRUE,"no",75,"Alec","3/12/2015 12:34:11","Good alignment throughout",NA,"",""
"4028","4028","4028",NA,TRUE,TRUE,"no",75,"Sky","4/30/2015 12:05:54","Good alignment throughout",NA,"",""
"PM118","PM118","PM118",NA,TRUE,TRUE,"no",75,"Cameron","10/7/2015 13:53:40","Good alignment throughout",NA,"Also added a cr, removed one cr","Is adding that cr so close to beginning okay?"
"PM130","PM130","PM130",NA,TRUE,TRUE,"no",75,"Derek","9/30/2015 12:34:24","Good alignment throughout",NA,"",""
"PM134","PM134","PM134",NA,TRUE,TRUE,"no",75,"Cameron","6/23/2015 15:03:29","Good alignment throughout",NA,"",""
"PM189","PM189","PM189",NA,TRUE,TRUE,"no",75,"Sky","5/27/2015 18:23:57","Good alignment throughout",NA,"",""
"PM27","PM27","PM27",NA,TRUE,TRUE,"no",75,"Cameron","10/19/2015 17:38:37","Good alignment throughout",NA,"",""
"PM36","PM36","PM36",NA,TRUE,TRUE,"no",75,"Morgan","6/19/2015 11:19:08","Good alignment throughout",NA,"",""
"PMA4","PM","PMA4",NA,TRUE,TRUE,"no",75,"Cameron","10/7/2015 14:18:18","Good alignment throughout",NA,"",""
"1136","1136","1136",NA,TRUE,TRUE,"no",74,"Joshua","6/23/2015 13:51:54","Good alignment through year X",1975,"",""
"1145","1145","1145",NA,TRUE,TRUE,"no",74,"Joshua","6/23/2015 15:46:10","Good alignment throughout",NA,"",""
"1147","1147","1147",NA,TRUE,TRUE,"no",74,"Joshua","6/23/2015 15:19:39","Good alignment throughout",NA,"",""
"2055","2055","2055",NA,TRUE,TRUE,"no",74,"Sky","5/6/2015 16:06:30","Good alignment throughout",NA,"",""
"2532","2532","2532",NA,TRUE,TRUE,"no",74,"Alec","5/4/2015 11:04:31","Good alignment throughout",NA,"",""
"PM121","PM121","PM121",NA,TRUE,TRUE,"no",74,"Joshua","7/14/2015 12:38:52","Good alignment throughout",NA,"ref chron all used",""
"PM196","PM196","PM196",NA,TRUE,TRUE,"no",74,"Sky","5/27/2015 18:25:14","Good alignment through year X",1957,"",""
"PM197","PM197","PM197",NA,TRUE,TRUE,"no",74,"Sky","5/27/2015 18:26:07","Good alignment throughout",NA,"",""
"PM214Z","PM214","PM214Z",NA,TRUE,TRUE,"no",74,"Sky","5/27/2015 18:26:54","Good alignment throughout",NA,"",""
"1110","1110","1110",NA,TRUE,TRUE,"no",73,"Joshua","6/25/2015 15:10:55","Good alignment throughout",NA,"",""
"1118","1118","1118",NA,TRUE,TRUE,"no",73,"Cameron","10/28/2015 22:21:57","Good alignment throughout",NA,"This was a resubmission: Josh deleted a good ring , and allowed a ridiculous ring that was auto placed to stand. I fixed both of these and correlation went up. ",""
"1119","1119","1119",NA,TRUE,TRUE,"no",73,"Cameron","6/25/2015 14:21:31","Good alignment throughout",NA,"",""
"1265","1265","1265",NA,TRUE,TRUE,"no",73,"Sky","5/12/2015 12:18:28","Good alignment throughout",NA,"",""
"1300","1300","1300",NA,TRUE,TRUE,"no",73,"Sky","5/13/2015 17:50:51","Good alignment throughout",NA,"",""
"2140","2140","2140",NA,TRUE,TRUE,"no",73,"Alec","5/4/2015 11:03:30","Good alignment throughout",NA,"",""
"2535","2535","2535",NA,TRUE,TRUE,"no",73,"Alec","4/3/2015 10:13:24","Good alignment throughout",NA,"",""
"PM138","PM138","PM138",NA,TRUE,TRUE,"no",73,"Joshua","7/11/2015 12:43:40","Good alignment throughout",NA,"ref chron all used",""
"PM194","PM194","PM194",NA,TRUE,TRUE,"no",73,"Joshua","7/14/2015 12:41:37","Good alignment throughout",NA,"ref chron all used",""
"PM210","PM210","PM210",NA,TRUE,TRUE,"no",73,"Sky","5/27/2015 16:56:19","Good alignment throughout",NA,"",""
"PM37","PM37","PM37",NA,TRUE,TRUE,"no",73,"Joshua","7/14/2015 12:47:51","Good alignment throughout",NA,"ref chron all used",""
"PM81B","PM81","PM81B",NA,TRUE,TRUE,"no",73,"Joshua","7/14/2015 12:50:28","Good alignment throughout",NA,"ref chron all used",""
"1114","1114","1114",NA,TRUE,TRUE,"no",72,"Cameron","6/25/2015 12:58:21","Good alignment throughout",NA,"",""
"1160","1160","1160",NA,TRUE,TRUE,"no",72,"Joshua","6/23/2015 15:35:34","Good alignment throughout",NA,"",""
"1221","1221","1221",NA,TRUE,TRUE,"no",72,"Sky","5/6/2015 16:07:02","Good alignment throughout",NA,"",""
"1281","1281","1281",NA,TRUE,TRUE,"no",72,"Sky","4/1/2015 17:26:14","Good alignment through year X",1941,"",""
"2001B","2001","2001B",NA,TRUE,TRUE,"no",72,"Alec","4/3/2015 10:14:37","Good alignment throughout",NA,"",""
"2118Z","2118","2118Z",NA,TRUE,TRUE,"no",72,"Sky","5/19/2015 13:01:50","Good alignment throughout",NA,"",""
"2539","2539","2539",NA,TRUE,TRUE,"no",72,"Alec","4/3/2015 10:17:09","Good alignment throughout",NA,"",""
"8001","8001","8001",NA,TRUE,TRUE,"no",72,"Derek","8/27/2015 14:03:10","Good alignment throughout",NA,"",""
"PM195","PM195","PM195",NA,TRUE,TRUE,"no",72,"Sky","5/27/2015 17:02:06","Good alignment throughout",NA,"",""
"PM202","PM202","PM202",NA,TRUE,TRUE,"no",72,"Cameron","10/7/2015 13:31:02","Good alignment throughout",NA,"",""
"PM213","PM213","PM213",NA,TRUE,TRUE,"no",72,"Joshua","7/21/2015 11:37:00","Good alignment throughout",NA,"ref chron all used",""
"PM78B","PM78","PM78B",NA,TRUE,TRUE,"no",72,"Joshua","7/14/2015 12:52:27","Good alignment throughout",NA,"ref chron all used",""
"PM97","PM97","PM97",NA,TRUE,TRUE,"no",72,"Sky","5/19/2015 11:18:02","Good alignment throughout",NA,"",""
"1071","1071","1071",NA,TRUE,TRUE,"no",71,"Sky","3/4/2015 14:12:40","Good alignment throughout",NA,"",""
"1206","1206","1206",NA,TRUE,TRUE,"no",71,"Rosie","3/3/2015 13:13:02","Good alignment through year X",1943,"",""
"1235","1235","1235",NA,TRUE,TRUE,"no",71,"Sky","4/1/2015 16:57:30","Good alignment through year X",1941,"",""
"2038","2038","2038",NA,TRUE,TRUE,"no",71,"Sky","5/5/2015 11:09:57","Good alignment throughout",NA,"",""
"2540","2540","2540",NA,TRUE,TRUE,"no",71,"Alec","4/3/2015 10:18:25","Good alignment throughout",NA,"",""
"2589","2589","2589",NA,TRUE,TRUE,"no",71,"Alec","4/3/2015 10:20:02","Good alignment throughout",NA,"",""
"PM259","PM259","PM259",NA,TRUE,TRUE,"no",71,"Cameron","6/23/2015 14:00:46","Good alignment throughout",NA,"",""
"PM79B","PM79","PM79B",NA,TRUE,TRUE,"no",71,"Morgan","6/19/2015 12:56:10","Good alignment through year X",1957,"",""
"PM96","PM96","PM96",NA,TRUE,TRUE,"no",71,"Joshua","7/14/2015 12:59:48","Good alignment throughout",NA,"ref chron all used",""
"1130","1130","1130",NA,TRUE,TRUE,"no",70,"Cameron","6/25/2015 15:15:36","Good alignment throughout",NA,"",""
"1285","1285","1285",NA,TRUE,TRUE,"no",70,"Sky","5/18/2015 13:26:06","Good alignment throughout",NA,"",""
"1326","1326","1326",NA,TRUE,TRUE,"no",70,"Alec","5/14/2015 16:06:13","Good alignment throughout",NA,"",""
"1405","1405","1405",NA,TRUE,TRUE,"no",70,"Sky","5/6/2015 16:07:31","Good alignment throughout",NA,"",""
"2051","2051","2051",NA,TRUE,TRUE,"no",70,"Sky","5/13/2015 16:41:02","Good alignment throughout",NA,"",""
"2122","2122","2122",NA,TRUE,TRUE,"no",70,"Sky","4/1/2015 16:53:56","Good alignment through year X",1943,"",""
"2125","2125","2125",NA,TRUE,TRUE,"no",70,"Sky","4/1/2015 16:43:18","Good alignment through year X",1942,"",""
"2164","2164","2164",NA,TRUE,TRUE,"no",70,"Sky","5/7/2015 10:37:39","Good alignment throughout",NA,"",""
"2577","2577","2577",NA,TRUE,TRUE,"no",70,"Alec","4/14/2015 12:43:01","Good alignment throughout",NA,"",""
"PM135","PM135","PM135",NA,TRUE,TRUE,"no",70,"Joshua","7/14/2015 13:07:16","Good alignment throughout",NA,"ref chron all used",""
"PM193","PM193","PM193",NA,TRUE,TRUE,"no",70,"Sky","5/27/2015 18:27:43","Good alignment throughout",NA,"",""
"PM198","PM198","PM198",NA,TRUE,TRUE,"no",70,"Morgan","6/25/2015 13:21:03","Good alignment throughout",NA,"",""
"PM275","PM275","PM275",NA,TRUE,TRUE,"no",70,"Joshua","7/14/2015 13:08:59","Good alignment throughout",NA,"ref chron all used",""
"PM67","PM67","PM67",NA,TRUE,TRUE,"no",70,"Joshua","7/14/2015 12:57:12","Good alignment throughout",NA,"ref chron all used",""
"PM69B","PM69","PM69B",NA,TRUE,TRUE,"no",70,"Morgan","6/25/2015 13:26:01","Good alignment throughout",NA,"",""
"PM80A","PM80","PM80A",NA,TRUE,TRUE,"no",70,"Joshua","7/11/2015 13:54:52","Good alignment throughout",NA,"ref chron all used",""
"PMX2","PMX2","PMX2",NA,TRUE,TRUE,"no",70,"Sky","5/27/2015 18:28:46","Good alignment through year X",1953,"",""
"1120","1120","1120",NA,TRUE,TRUE,"no",69,"Joshua","6/23/2015 13:12:29","Good alignment throughout",NA,"",""
"1146","1146","1146",NA,TRUE,TRUE,"no",69,"Cameron","10/12/2015 14:29:44","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"1280","1280","1280",NA,TRUE,TRUE,"no",69,"Sky","4/2/2015 12:20:01","Good alignment through year X",1940,"",""
"1284","1284","1284",NA,TRUE,TRUE,"no",69,"Joshua","5/15/2015 13:47:38","Good alignment throughout",NA,"Starts off a little weird but can't fix it",""
"2011","2011","2011",NA,TRUE,TRUE,"no",69,"Alec","5/4/2015 11:05:41","Good alignment throughout",NA,"",""
"2141","2141","2141",NA,TRUE,TRUE,"no",69,"Alec","4/14/2015 10:17:09","Good alignment throughout",NA,"",""
"2144","2144","2144",NA,TRUE,TRUE,"no",69,"Alec","5/4/2015 11:17:11","Good alignment throughout",NA,"Ab didn't seem like real ab, just a couple weird looking rings. Added points for rings and alignment was really good.",""
"8011","8011","8011",NA,TRUE,TRUE,"no",69,"Derek","8/27/2015 14:01:47","Good alignment throughout",NA,"",""
"PM191","PM191","PM191",NA,TRUE,TRUE,"no",69,"Sky","5/27/2015 18:29:41","Good alignment throughout",NA,"",""
"PM283","PM283","PM283",NA,TRUE,TRUE,"no",69,"Joshua","7/14/2015 13:11:41","Good alignment throughout",NA,"ref chron all used",""
"PM5B","PM5","PM5B",NA,TRUE,TRUE,"no",69,"Sky","5/27/2015 17:03:45","Good alignment throughout",NA,"",""
"1123","1123","1123",NA,TRUE,TRUE,"no",68,"Joshua","6/23/2015 13:24:30","Good alignment throughout",NA,"",""
"2083","2083","2083",NA,TRUE,TRUE,"no",68,"Sky","5/7/2015 10:41:10","Good alignment throughout",NA,"",""
"2147","2147","2147",NA,TRUE,TRUE,"no",68,"Alec","4/3/2015 10:26:09","Good alignment throughout",NA,"",""
"2565","2565","2565",NA,TRUE,TRUE,"no",68,"Alec","4/3/2015 10:23:11","Good alignment throughout",NA,"",""
"PM186","PM186","PM186",NA,TRUE,TRUE,"no",68,"Sky","5/27/2015 17:26:05","Good alignment throughout",NA,"",""
"PM212","PM212","PM212",NA,TRUE,TRUE,"no",68,"Sky","5/27/2015 18:31:13","Good alignment through year X",1957,"",""
"PM267","PM267","PM267",NA,TRUE,TRUE,"no",68,"Joshua","7/14/2015 13:14:51","Good alignment throughout",NA,"ref chron all used",""
"PM270","PM270","PM270",NA,TRUE,TRUE,"no",68,"Joshua","7/14/2015 13:17:31","Good alignment throughout",NA,"ref chron all used",""
"PM62A","PM62","PM62A",NA,TRUE,TRUE,"no",68,"Joshua","7/14/2015 13:20:10","Good alignment throughout",NA,"ref chron all used",""
"PM67A","PM67","PM67A",NA,TRUE,TRUE,"no",68,"Joshua","7/14/2015 13:27:13","Good alignment throughout",NA,"ref chron all used",""
"1117","1117","1117",NA,TRUE,TRUE,"no",67,"Joshua","6/23/2015 15:11:07","Good alignment throughout",NA,"",""
"1342","1342","1342",NA,TRUE,TRUE,"no",67,"Alec","5/14/2015 16:03:51","Good alignment throughout",NA,"",""
"2001A","2001","2001A",NA,TRUE,TRUE,"no",67,"Alec","5/4/2015 10:41:42","Good alignment throughout",NA,"Ab didn't seem like real ab, just a couple weird looking rings. Added points for rings and alignment was really good.",""
"2048","2048","2048",NA,TRUE,TRUE,"no",67,"Sky","5/12/2015 12:20:41","Good alignment throughout",NA,"",""
