plot.id,foc,cmp,tree.id,species,dbh,ba20,ref,brg.to.ref,backbrg,dist.to.ref,notes,tree.or.logger,former.id,
YB01F,,X,,PIPO,40-60,,,231,x,3.7,,tree,,
YB01F,,X,,PIPO,40-60,,,310,x,2.7,,tree,,
YB01F,,X,,PSME,20-40,,,6,x,2.7,dead=1,tree,,
YB01F,,X,,PILA,40-60,,,161,x,3.7,,tree,,
YB01F,X,,1442,PSME,93,9,1440,198,,7.1,,tree,,
YB01F,,X,,PILA,40-60,,,56,x,4.4,,tree,,
YB01F,,X,,CADE,40-60,,,156,x,12,,tree,,
YB01F,,X,,QUKE,20-40,,,233,x,6.6,,tree,,
YB01F,,X,,PIPO,20-40,,,300,x,8.6,,tree,,
YB01F,,X,,PIPO,40-60,,,347,x,4.1,,tree,,
YB01B,X,,1425,PSME,33.8,5,1425,,,,,tree,,
YB01B,,X,,PSME,20-40,,,342,x,4.5,,tree,,
YB01B,,X,,QUKE,40-60,,,113,x,4.3,,tree,,
YB01B,,X,,PSME,20-40,,,179,x,11.6,,tree,,
YB01B,,X,,PSME,20-40,,,234,x,8.8,,tree,,
YB01B,X,,1426,PSME,30.4,6,1425,178,,4.5,,tree,,
YB01B,,X,,PSME,20-40,,,342,,4.5,,tree,,
YB01B,,X,,PSME,20-40,,,324,x,6.2,,tree,,
YB01B,,X,,CADE,20-40,,,10,x,4.7,,tree,,
YB01B,,X,,PSME,20-40,,,49,x,3.2,,tree,,
YB01B,,X,,QUKE,40-60,,,122,x,7.1,,tree,,
YB01B,,X,,PSME,20-40,,,210,x,10.7,,tree,,
YB01B,X,,1427,PSME,37.7,8,1425,197,,6.1,,tree,,
YB01B,,X,,PSME,20-40,,,197,x,6.1,,tree,,
YB01B,,X,,PSME,20-40,,,239,x,3.3,,tree,,
YB01B,,X,,CADE,20-40,,,320,x,3.1,,tree,,
YB01B,,X,,PIPO,20-40,,,63,x,8.2,,tree,,
YB01B,,X,,QUKE,40-60,,,149,x,7,,tree,,
YB01B,X,,1428,PIPO,41.2,5,1427,260,,8.2,,tree,,
YB01B,,X,,PSME,20-40,,,260,x,8.2,,tree,,
YB01B,,X,,CADE,20-40,,,193,x,2.7,,tree,,
YB01B,,X,,CADE,20-40,,,306,x,6.1,,tree,,
YB01B,,X,,PSME,20-40,,,330,x,5.7,,tree,,
YB01B,,X,,,,,,4,x,4,"shrubland, no obv. comp.",tree,,
YB01B,X,,1429,PIPO,78,6,1429,,,,,tree,,
YB01B,,X,,CADE,80-100,,,289,x,3.2,,tree,,
YB01B,,X,,PSME,20-40,,,46,x,9.3,,tree,,
YB01B,,X,,CADE,20-40,,,110,x,9.5,,tree,,
YB01B,,X,,CADE,20-40,,,228,x,8.7,,tree,,
YB01B,X,,1430,PSME,28.7,5,1429,221,,9.8,,tree,,
YB01B,,X,,PIPO,60-80,,,221,x,9.8,,tree,,
YB01B,,X,,PSME,20-40,,,310,x,7.3,,tree,,
YB01B,,X,,PSME,20-40,,,15,x,1.7,,tree,,
YB01B,,X,,CADE,60-80,,,71,x,4.7,,tree,,
YB01B,,X,,PSME,20-40,,,138,x,7.4,,tree,,
YB01B,X,,1431,PSME,24.9,5,1430,15,,1.7,,tree,,
YB01B,,X,,PSME,20-40,,,360,,1.7,,tree,,
YB01B,,X,,CADE,60-80,,,88,x,3.9,,tree,,
YB01B,,X,,PSME,20-40,,,296,x,6.4,,tree,,
YB01B,,X,,QUCH,100-120,,,21,x,9.1,,tree,,
YB01A,X,,1500,PIPO,66,10,1500,,,,Wpt not entered. Assumed 1500,tree,,
YB01A,,X,,PIPO,40-60,,,360,,1.6,,tree,,
YB01A,,X,,PSME,60-80,,,358,x,3.8,,tree,,
YB01A,,X,,PSME,40-60,,,33,x,3.3,,tree,,
YB01A,,X,,PIPO,20-40,,,276,x,3.8,snag. Decay=2,tree,,
YB01A,X,,1499,PIPO,45.1,9,1500,360,,1.6,,tree,,
YB01A,,X,,PIPO,60-80,,,180,,1.6,,tree,,
YB01A,,X,,CADE,20-40,,,150,x,3.1,,tree,,
YB01A,,X,,PSME,60-80,,,232,x,1.7,,tree,,
YB01A,X,,1418,PSME,71.2,10,1499,30,,1.7,,tree,,
YB01A,,X,,PIPO,40-60,,,30,x,1.7,,tree,,
YB01A,,X,,CADE,20-40,,,110,x,2.8,,tree,,
YB01A,,X,,PIPO,40-60,,,180,x,4,,tree,,
YB01A,,X,,PIPO,20-40,,,324,x,4.5,snag. Decay=2,tree,,
YB01A,X,,1498,PIPO,57.8,13,1418,360,,4.2,,tree,,
YB01A,,X,,PSME,60-80,,,180,,4.2,,tree,,
YB01A,,X,,CADE,20-40,,,41,x,3.9,,tree,,
YB01A,,X,,CADE,20-40,,,98,x,4.4,,tree,,
YB01A,,X,,CADE,20-40,,,137,x,3.5,,tree,,
YB01A,,X,,PSME,20-40,,,240,x,3.6,,tree,,
YB01A,X,,1417,PSME,36.8,9,1498,240,x,3.6,,tree,,
YB01A,,X,,PIPO,40-60,,,240,,3.6,,tree,,
YB01A,,X,,PSME,40-60,,,176,x,4.9,,tree,,
YB01A,,X,,PSME,60-80,,,288,x,3.4,,tree,,
YB01A,X,,1416,PSME,49.1,8,1417,330,,10.2,,tree,,
YB01A,,X,,PSME,40-60,,,315,,3,,tree,,
YB01A,,X,,PSME,60-80,,,290,x,3.8,,tree,,
YB01A,,X,,PIPO,20-40,,,30,x,5,snag-broken top. Decay=3,tree,,
YB01A,X,,1419,PSME,34.7,,PM219,,,,AKA pm219,tree,PM219,
YB01A,,X,,PSME,60-80,,,17,x,1.2,,tree,,
YB01A,,X,,QUKE,40-60,,,114,x,7.4,,tree,,
YB01A,,X,,PSME,40-60,,,191,x,4.5,,tree,,
YB01A,,X,,PSME,60-80,,,292,x,5.8,pitching,tree,,
YB01A,X,,1421,PSME,126.7,,PM221,,,,AKA pm221,tree,PM221,
YB01A,,X,,PSME,40-60,,,296,x,6.5,,tree,,
YB01A,,X,,QUKE,40-60,,,20,x,5.4,,tree,,
YB01A,,X,,CADE,20-40,,,94,x,6.9,,tree,,
YB01A,,X,,CADE,40-60,,,189,x,11.2,,tree,,
YB01A,X,,1423,PSME,72.5,,PM218,,,,AKA pm218,tree,PM218,
YB01A,,X,,CADE,20-40,,,171,x,5.4,snag. Decay=2,tree,,
YB01A,,X,,PSME,60-80,,,239,x,6.9,,tree,,
YB01A,,X,,CADE,20-40,,,310,x,4.3,,tree,,
YB01A,,X,,CADE,40-60,,,180,x,5,,tree,,
YB01A,X,,1420,PSME,51.5,,PM220,,,,AKA pm220,tree,PM220,
YB01A,,X,,PSME,20-40,,,263,x,6.1,,tree,,
YB01A,,X,,PSME,20-40,,,13,x,4.4,,tree,,
YB01A,,X,,PSME,120-140,,,118,x,6.3,,tree,,
YB01A,X,,1422,PSME,72.1,,PM217,,,,,tree,PM217,
YB01A,,X,,QUKE,80-100,,,8,x,1.5,,tree,,
YB01A,,X,,QUKE,40-60,,,159,x,6.6,,tree,,
YB01A,,X,,CADE,20-40,,,203,x,6.6,,tree,,
YB01A,,X,,STUMP,,,,305,x,3,dead. Decay=2,tree,,
YB01A,X,,1497,PIPO,62,,PM217,153,,20.1,,tree,,
YB01A,,X,,CADE,40-60,,,53,x,5.5,,tree,,
YB01A,,X,,CADE,20-40,,,359,x,8.1,,tree,,
YB01A,,X,,PSME,60-80,,,98,,3.7,,tree,,
YB01A,,X,,CADE,40-60,,,196,x,3.7,,tree,,
YB01A,,X,,CADE,20-40,,,110,x,9.1,,tree,,
YB01A,X,,1494,PIPO,41.7,8,1497,24,,16.6,,tree,,
YB01A,,X,,PIPO,40-60,,,342,x,2.5,,tree,,
YB01A,,X,,CADE,20-40,,,250,x,1.6,,tree,,
YB01A,,X,,CADE,40-60,,,25,x,12,,tree,,
YB01A,,X,,PSME,40-60,,,126,x,14.8,,tree,,
YB01A,,X,,PIPO,20-40,,,220,x,4.8,snag. Decay=2,tree,,
YB01A,X,,1493,PIPO,58.5,10,1494,160,,2.5,,tree,,
YB01A,,X,,PIPO,40-60,,,160,x,2.5,,tree,,
YB01A,,X,,CADE,20-40,,,186,x,2.9,,tree,,
YB01A,,X,,CADE,20-40,,,280,x,2.2,,tree,,
YB01A,,X,,PSME,40-60,,,350,x,9.4,,tree,,
YB01A,,X,,CADE,40-60,,,40,x,10.2,,tree,,
YB01A,X,,1495,PIPO,64.2,11,1500,159,,10.2,,tree,,
YB01A,,X,,CADE,40-60,,,150,x,0.5,,tree,,
YB01A,,X,,CADE,20-40,,,240,x,1.3,,tree,,
YB01A,,X,,PSME,20-40,,,13,x,3.5,,tree,,
YB01A,X,,1496,PIPO,78,13,1496,,,,,tree,,
YB01A,,X,,CADE,20-40,,,100,x,1.9,,tree,,
YB01A,,X,,CADE,80-100,,,143,x,5.9,,tree,,
YB01A,,X,,CADE,40-60,,,280,x,1.6,,tree,,
YB01A,,X,,CADE,20-40,,,343,x,3,,tree,,
YB01A,X,,1424,PSME,33.3,8,1424,,,,,tree,,
YB01A,,X,,PILA,40-60,,,57,x,4.1,,tree,,
YB01A,,X,,PILA,20-40,,,107,x,3.1,,tree,,
YB01A,,X,,CADE,20-40,,,198,x,4.6,,tree,,
YB01A,,X,,PIPO,20-40,,,321,x,7.1,,tree,,
YB01A,,X,,PSME,20-40,,,350,x,5.7,,tree,,
YB01A,X,,1492,PIPO,31.9,9,1424,148,,7.4,,tree,,
YB01A,,X,,PIPO,20-40,,,242,x,3.4,,tree,,
YB01A,,X,,CADE,60-80,,,343,x,5.1,,tree,,
YB01A,,X,,PSME,20-40,,,98,x,3.7,,tree,,
RS98B,X,,2140,PSME,64.8,5,RS98BROCK,64,,14.6,,tree,,
RS98B,,X,,QUCH,40-60,,,315,x,3.1,,tree,,
RS98B,,X,,PIPO,40-60,,,91,x,6.3,,tree,,
RS98B,,X,,PIPO,40-60,,,158,x,1.9,,tree,,
RS98B,,X,,QUCH,20-40,,,240,x,1.8,,tree,,
RS98B,X,,2141,PIPO,50.8,7,2140,158,x,1.9,,tree,,
RS98B,,X,,PSME,60-80,,,158,,1.9,,tree,,
RS98B,,X,,PIPO,40-60,,,71,x,5.7,,tree,,
RS98B,,X,,CADE,40-60,,,206,x,6.3,,tree,,
RS98B,X,,2142,PSME,59.3,6,RS98BROCK,190,,9.1,,tree,,
RS98B,,X,,QUCH,40-60,,,148,x,2.6,,tree,,
RS98B,,X,,PSME,20-40,,,263,x,8.2,,tree,,
RS98B,,X,,PSME,20-40,,,288,x,11.9,,tree,,
RS98B,,X,,QUCH,20-40,,,344,x,9.4,,tree,,
RS98B,,X,,QUCH,20-40,,,39,x,5.8,,tree,,
RS98B,X,,2143,PIPO,92,3,2142,103,,18.5,,tree,,
RS98B,,X,,QUCH,40-60,,,202,x,10.5,,tree,,
RS98B,,X,,QUCH,40-60,,,216,x,9.9,,tree,,
RS98B,,X,,PSME,20-40,,,266,x,6.9,,tree,,
RS98B,,X,,,,,,25,x,4.6,thallus. No obv. Comp.,tree,,
RS98B,,X,,PSME,20-40,,,105,x,6.7,,tree,,
RS98B,X,,2144,PSME,36,4,2143,105,x,6.7,,tree,,
RS98B,,X,,PIPO,80-100,,,105,,6.7,,tree,,
RS98B,,X,,QUCH,20-40,,,233,x,4.6,,tree,,
RS98B,,X,,,,,,340,x,3.7,thallus. No obv. Comp.,tree,,
RS98B,,X,,PSME,80-100,,,45,x,10.6,,tree,,
RS98B,,X,,PSME,40-60,,,109,x,11.9,,tree,,
RS98B,,X,,PSME,20-40,,,154,x,6.3,,tree,,
RS98B,X,,2145,PSME,81.3,4,2144,45,x,10.6,,tree,,
RS98B,,X,,PSME,20-40,,,291,x,5.9,,tree,,
RS98B,,X,,QUCH,40-60,,,107,x,3.5,,tree,,
RS98B,,X,,QUCH,40-60,,,160,x,2.9,,tree,,
RS98B,,X,,PSME,20-40,,,45,,10.6,,tree,,
RS98B,X,,2146,PIPO,31,9,RS98BROCK,50,,6.2,,tree,,
RS98B,,X,,PIPO,40-60,,,221,x,3.1,,tree,,
RS98B,,X,,QUCH,120-140,,,318,x,4.9,,tree,,
RS98B,,X,,QUCH,40-60,,,43,x,7.9,,tree,,
RS98B,,X,,QUCH,20-40,,,125,x,3.6,,tree,,
RS98B,X,,2147,PIPO,47.3,8,2146,221,x,3.1,,tree,,
RS98B,,X,,PIPO,20-40,,,221,,3.1,,tree,,
RS98B,,X,,QUCH,40-60,,,148,x,7,,tree,,
RS98B,,X,,PIPO,20-40,,,192,x,8,,tree,,
RS98B,,X,,PIPO,40-60,,,248,x,5.7,,tree,,
RS98B,,X,,QUCH,120-140,,,340,x,5.7,,tree,,
RS98B,X,,2148,PSME,129.3,8,RS98BROCK2,340,,4.8,,tree,,
RS98B,,X,,QUCH,40-60,,,347,x,5.5,,tree,,
RS98B,,X,,QUCH,60-80,,,91,x,10.2,,tree,,
RS98B,,X,,CADE,20-40,,,176,x,4.1,,tree,,
RS98B,,X,,,,,,292,x,5,tallus. No obv. Comp,tree,,
RS98B,X,,2149,PIPO,124.5,5,2148,301,,9.5,,tree,,
RS98B,,X,,CADE,20-40,,,286,x,7.4,,tree,,
RS98B,,X,,QUCH,60-80,,,18,x,5.8,,tree,,
RS98B,,X,,,,,,116-170,x,,no clear competitor,tree,,
RS98B,,X,,PIPO,40-60,,,225,x,5.5,,tree,,
RS91H,X,,2116,PSME,68.9,12,RS91HR1,106,,14.8,,tree,,
RS91H,,X,,ABCO,20-40,,,161,,1.8,,tree,,
RS91H,,X,,ABCO,40-60,,,74,,3.9,,tree,,
RS91H,,X,,PIPO,40-60,,,103,x,12.8,,tree,,
RS91H,,X,,PIPO,40-60,,,38,,4.2,,tree,,
RS91H,X,,2117,PIPO,47.4,9,2116,38,,4.2,,tree,,
RS91H,,X,,PSME,60-80,,,38,x,4.2,,tree,,
RS91H,,X,,PIPO,20-40,,,118,x,2.5,,tree,,
RS91H,,X,,ABCO,60-80,,,277,x,5.5,,tree,,
RS91H,,X,,PSME,40-60,,,164,x,7.1,,tree,,
RS91H,X,,2118,ABCO,58.9,14,2116,155,,3.8,,tree,,
RS91H,,X,,PSME,40-60,,,78,x,1.9,,tree,,
RS91H,,X,,ABCO,20-40,,,138,x,1.2,,tree,,
RS91H,,X,,ABCO,40-60,,,219,x,3.5,,tree,,
RS91H,,X,,PILA,40-60,,,270,x,7,,tree,,
RS91H,,X,,PILA,20-40,,,317,x,9,,tree,,
RS91H,X,,2119,PSME,75.6,11,2116,226,,14.4,,tree,,
RS91H,,X,,ABCO,40-60,,,324,x,4.6,,tree,,
RS91H,,X,,ABCO,20-40,,,205,x,2,,tree,,
RS91H,,X,,CADE,60-80,,,91,x,3.4,,tree,,
RS91H,X,,2120,PIPO,104.6,14,2119,178,,6.5,,tree,,
RS91H,,X,,ABCO,20-40,,,65,x,3.4,,tree,,
RS91H,,X,,ABCO,40-60,,,212,x,4.3,,tree,,
RS91H,,X,,ABCO,40-60,,,290,x,3.4,,tree,,
RS91H,,X,,PILA,100-120,,,18,x,5.6,,tree,,
RS91H,X,,2121,ABCO,46.7,10,2120,296,,10.7,,tree,,
RS91H,,X,,CADE,40-60,,,337,x,2.3,,tree,,
RS91H,,X,,CADE,60-80,,,248,x,4.2,,tree,,
RS91H,,X,,ABCO,20-40,,,119,x,7,,tree,,
RS91H,,X,,ABCO,40-60,,,152,x,4.3,,tree,,
RS91H,X,,2122,PSME,53.9,8,2116,322,,33.3,,tree,,
RS91H,,X,,ABCO,20-40,,,136,x,4.8,,tree,,
RS91H,,X,,ABCO,20-40,,,222,x,6.8,,tree,,
RS91H,,X,,ABCO,40-60,,,296,x,14.5,,tree,,
RS91H,,X,,PIPO,40-60,,,3,x,13.1,,tree,,
RS91H,,X,,ABCO,60-80,,,88,x,6.4,,tree,,
RS91H,X,,2124,ABCO,70,10,2122,88,x,6.4,,tree,,
RS91H,,X,,PSME,40-60,,,88,,6.4,,tree,,
RS91H,,X,,ABCO,40-60,,,9,x,3.8,,tree,,
RS91H,,X,,ABCO,20-40,,,93,x,3.4,,tree,,
RS91H,,X,,ABCO,40-60,,,147,x,5.2,,tree,,
RS91H,,X,,ABCO,20-40,,,227,x,5.1,,tree,,
RS91H,X,,2123,PIPO,115.1,12,2124,309,,11.1,,tree,,
RS91H,,X,,ABCO,40-60,,,329,x,3.9,,tree,,
RS91H,,X,,ABCO,20-40,,,152,x,3.5,,tree,,
RS91H,,X,,ABCO,20-40,,,38,x,5.9,,tree,,
RS91H,,X,,PSME,20-40,,,267,x,3.5,,tree,,
RS91H,X,,2125,PSME,60.1,5,2122,152,,14.4,,tree,,
RS91H,,X,,PIPO,40-60,,,226,x,2.3,,tree,,
RS91H,,X,,ABCO,40-60,,,287,x,10.7,,tree,,
RS91H,,X,,ABCO,60-80,,,32,x,6,,tree,,
RS91H,,X,,PIPO,40-60,,,88,x,7.5,,tree,,
RS91H,X,,2126,PIPO,58.1,5,2125,226,x,2.3,,tree,,
RS91H,,X,,PSME,60-80,,,226,,2.3,,tree,,
RS91H,,X,,ABCO,20-40,,,175,x,8.1,,tree,,
RS91H,,X,,ABCO,60-80,,,229,x,5.2,,tree,,
RS91H,X,,2127,ABCO,81.6,6,2126,229,x,5.2,,tree,,
RS91H,,X,,SNAG,20-40,,,140,x,7.2,,tree,,
RS91H,,X,,ABCO,60-80,,,210,x,4.5,,tree,,
RS91H,,X,,PSME,20-40,,,288,x,5.2,,tree,,
RS91H,,X,,PIPO,40-60,,,229,,5.2,,tree,,
RS91H,X,,2128,PSME,61.6,6,2123,238,,15.9,,tree,,
RS91H,,X,,CADE,20-40,,,258,x,3.7,,tree,,
RS91H,,X,,ABCO,40-60,,,343,x,11,,tree,,
RS91H,,X,,CADE,20-40,,,88,x,1.9,,tree,,
RS91H,,X,,CONU,20-40,,,146,x,6.2,,tree,,
RS91H,X,,2129,ABCO,49.5,6,2123,215,,9.5,,tree,,
RS91H,,X,,ABCO,20-40,,,209,x,3.4,,tree,,
RS91H,,X,,PIPO,140-160,,,307,x,6.9,,tree,,
RS91H,,X,,ABCO,20-40,,,5,x,7.7,,tree,,
RS91H,,X,,CADE,20-40,,,88,x,5,,tree,,
RS91H,X,,2130,PIPO,117.6,8,2129,173,,17.8,,tree,,
RS91H,,X,,ABCO,60-80,,,216,x,6,,tree,,
RS91H,,X,,ABCO,40-60,,,347,x,5,,tree,,
RS91H,,X,,PSME,40-60,,,72,x,7.2,,tree,,
RS91H,,X,,ABCO,40-60,,,130,x,7.7,,tree,,
RS91H,X,,2131,PSME,84.5,13,RS91HR2,263,,3.5,,tree,,
RS91H,,X,,ABCO,60-80,,,161,,4.3,,tree,,
RS91H,,X,,ABCO,40-60,,,251,,6.3,,tree,,
RS91H,,X,,ABCO,80-100,,,164,x,6.7,,tree,,
RS91H,,X,,PIPO,40-60,,,222,x,8.6,,tree,,
RS91H,X,,2132,ABCO,74.7,11,2131,161,,4,,tree,,
RS91H,,X,,PSME,80-100,,,161,x,4,,tree,,
RS91H,,X,,ABCO,40-60,,,304,x,6.6,,tree,,
RS91H,,X,,PILA,20-40,,,358,x,3.4,,tree,,
RS91H,X,,2133,PIPO,60.8,11,2131,329,,10.1,,tree,,
RS91H,,X,,ABCO,80-100,,,292,x,4,,tree,,
RS91H,,X,,CADE,40-60,,,41,x,4.1,,tree,,
RS91H,,X,,CADE,40-60,,,93,x,2.1,,tree,,
RS91H,,X,,ABCO,40-60,,,178,x,4.6,,tree,,
RS91H,X,,2134,PSME,72.9,12,RS91HR3,351,,6.3,,tree,,
RS91H,,X,,ABCO,20-40,,,14,x,6.6,,tree,,
RS91H,,X,,ABCO,40-60,,,96,x,4.8,,tree,,
RS91H,,X,,ABCO,40-60,,,161,x,3.4,,tree,,
RS91H,,X,,CADE,20-40,,,286,x,2.8,,tree,,
RS91H,X,,2135,PIPO,61.6,13,2134,303,,10.7,,tree,,
RS91H,,X,,PILA,80-100,,,51,x,2.9,,tree,,
RS91H,,X,,ABCO,20-40,,,301,x,3.8,,tree,,
RS91H,,X,,ABCO,40-60,,,140,x,4.7,,tree,,
RS91H,,X,,PIPO,20-40,,,204,x,2.5,,tree,,
RS91H,X,,2136,ABCO,47.1,9,2134,277,,4.9,,tree,,
RS91H,,X,,ABCO,20-40,,,177,x,4.2,,tree,,
RS91H,,X,,PSME,60-80,,,277,x,4.9,,tree,,
RS91H,,X,,CADE,20-40,,,11,x,2,,tree,,
RS91H,X,,2137,PSME,74.3,10,2134,164,,12.7,,tree,,
RS91H,,X,,ABCO,20-40,,,160,x,2.6,,tree,,
RS91H,,X,,ABCO,60-80,,,198,x,5.8,,tree,,
RS91H,,X,,ABCO,40-60,,,254,x,4.8,,tree,,
RS91H,,X,,ABCO,20-40,,,4,x,5.7,,tree,,
RS91H,,X,,UNK,40-60,,,85,x,5.1,,tree,,
RS91H,X,,2138,ABCO,60.2,10,2137,254,x,4.8,,tree,,
RS91H,,X,,PSME,60-80,,,254,,4.8,,tree,,
RS91H,,X,,ABCO,60-80,,,157,x,8.6,,tree,,
RS91H,,X,,ABCO,40-60,,,220,x,9.3,,tree,,
RS91H,,X,,ABCO,40-60,,,253,x,7,,tree,,
RS91H,,X,,PIPO,40-60,,,334,x,7.1,,tree,,
RS91H,X,,2139,PIPO,53.1,11,2138,334,x,7.1,,tree,,
RS91H,,X,,ABCO,60-80,,,334,,7.1,,tree,,
RS91H,,X,,ABCO,40-60,,,232,x,4,,tree,,
RS91H,,X,,ABCO,40-60,,,340,x,3.5,,tree,,
RS91H,,X,,CADE,20-40,,,53,x,6.5,,tree,,
RS01,X,,2542,PSME,72.1,7,2542,,,,,tree,,
RS01,,X,,QUKE,40-60,,,327,x,0.6,,tree,,
RS01,,X,,CADE,20-40,,,114,x,3.4,,tree,,
RS01,,X,,QUKE,20-40,,,172,x,5.5,,tree,,
RS01,X,,2543,PIPO,47.1,6,2542,227,,13.3,,tree,,
RS01,,X,,PIPO,20-40,,,81,x,2.3,,tree,,
RS01,,X,,PIPO,20-40,,,273,x,3.6,,tree,,
RS01,,X,,QUCH,20-40,,,163,x,5.1,,tree,,
RS01,,X,,CADE,40-60,,,23,x,3.7,,tree,,
RS01,X,,2544,PSME,56.4,2,2544,,,,,tree,,
RS01,,X,,BEDROCK,,,,118,x,3.6,,tree,,
RS01,,X,,QUKE,40-60,,,54,x,5,,tree,,
RS01,,X,,PIPO,20-40,,,306,x,11,,tree,,
RS01,,X,,BEDROCK,,,,224,x,0.4,,tree,,
RS01,X,,2545,PIPO,45.3,8,2544,210,,23,,tree,,
RS01,,X,,PIPO,40-60,,,108,x,1.8,,tree,,
RS01,,X,,QUKE,40-60,,,90,x,2,,tree,,
RS01,,X,,ABCO,20-40,,,243,x,9.9,,tree,,
RS01,,X,,CADE,20-40,,,190,x,5.7,,tree,,
RS01,X,,2546,PSME,50.2,8,2546,,,,,tree,,
RS01,,X,,CADE,20-40,,,40,x,3,,tree,,
RS01,,X,,CADE,80-100,,,193,x,12.8,,tree,,
RS01,,X,,CADE,20-40,,,280,x,5.5,,tree,,
RS01,X,,2547,PIPO,48,8,2546,180,,29.5,,tree,,
RS01,,X,,CADE,80-100,,,255,,0.5,,tree,,
RS01,,X,,CADE,40-60,,,80,x,3.7,,tree,,
RS01,,X,,PIPO,60-80,,,158,x,3.8,,tree,,
RS01,X,,2548,PSME,70.7,11,2548R,294,,15,ref. pt. is backpack on road,tree,,
RS01,,X,,PIPO,40-60,,,75,x,7.7,,tree,,
RS01,,X,,QUCH,20-40,,,287,x,3.9,,tree,,
RS01,,X,,QUKE,20-40,,,189,x,2,,tree,,
RS01,,X,,CADE,20-40,,,142,x,5.2,,tree,,
RS01,X,,2549,PIPO,53.5,7,2546,75,x,7.7,,tree,,
RS01,,X,,QUKE,20-40,,,29,x,2.8,,tree,,
RS01,,X,,CADE,20-40,,,125,x,2.3,,tree,,
RS01,,X,,QUKE,20-40,,,320,x,6.5,,tree,,
RS01,,X,,PSME,60-80,,,75,,7.7,,tree,,
RS01,X,,2550,PSME,103.8,9,2548,345,x,21.4,no comp. In drainage,tree,,
RS01,X,,2551,PSME,56.4,4,2551,,,,drainage sample!,tree,,
RS01,,X,,QUKE,80-100,,,307,x,1.2,,tree,,
RS01,,X,,PIPO,80-100,,,202,x,2.1,,tree,,
RS01,,X,,PIPO,20-40,,,130,x,4.5,,tree,,
RS01,X,,2552,PSME,49.7,9,2552,,,,drainage core!,tree,,
RS01,,X,,CADE,20-40,,,290,x,1.4,,tree,,
RS01,,X,,CADE,20-40,,,113,x,2,,tree,,
RS01,,X,,QUKE,40-60,,,228,x,3,,tree,,
RS01,,X,,CADE,20-40,,,325,x,5.7,,tree,,
RS01,X,,2553,PSME,41,12,2553,,,,,tree,,
RS01,,X,,CADE,20-40,,,20,x,1,,tree,,
RS01,,X,,PIPO,60-80,,,202,x,2.1,,tree,,
RS01,,X,,PIPO,40-60,,,335,x,2.3,,tree,,
RS01,,X,,PIPO,40-60,,,134,x,6.8,,tree,,
RS01,X,,2554,PIPO,68,13,2553,202,x,2.1,,tree,,
RS01,,X,,PSME,40-60,,,202,,2.1,,tree,,
RS01,,X,,PIPO,40-60,,,145,x,6.2,,tree,,
RS01,,X,,PIPO,20-40,,,248,x,4.1,,tree,,
RS01,X,,2555,PSME,48,15,2555,,,,,tree,,
RS01,,X,,PSME,20-40,,,25,x,1,,tree,,
RS01,,X,,CADE,20-40,,,117,x,3.2,,tree,,
RS01,,X,,CADE,40-60,,,260,x,5,,tree,,
RS01,X,,2556,PSME,42.2,11,2555,68,,3.7,,tree,,
RS01,,X,,CADE,20-40,,,42,x,0.5,,tree,,
RS01,,X,,CADE,40-60,,,122,x,5.4,,tree,,
RS01,,X,,CADE,20-40,,,347,x,1.6,,tree,,
RS01,,X,,QUKE,20-40,,,237,x,7.6,,tree,,
RS01,X,,2557,PIPO,35.9,11,2555,306,x,12.1,,tree,,
RS01,,X,,QUKE,20-40,,,118,x,2.2,,tree,,
RS01,,X,,PIPO,40-60,,,37,x,5.2,,tree,,
RS01,,X,,ABCO,40-60,,,325,x,6.1,,tree,,
RS01,,X,,CADE,40-60,,,201,x,8.2,,tree,,
RS01,X,,2558,PIPO,44,12,2557,220,,5.5,,tree,,
RS01,,X,,CADE,40-60,,,303,x,0.3,,tree,,
RS01,,X,,QUKE,20-40,,,194,x,5.3,,tree,,
RS01,,X,,CADE,20-40,,,154,x,2.1,,tree,,
RS01,,X,,PSME,20-40,,,10,x,7.6,,tree,,
RS01,X,,2559,PSME,48,6,2559,,,,,tree,,
RS01,,X,,CADE,60-80,,,114,x,2.3,,tree,,
RS01,,X,,CADE,60-80,,,12,x,5.8,,tree,,
RS01,,X,,,,,,260-310,x,,no clear comp.,tree,,
RS01,X,,2560,PIPO,44.4,7,2559,184,,8.1,,tree,,
RS01,,X,,CADE,40-60,,,178,x,2.5,,tree,,
RS01,,X,,CADE,60-80,,,103,x,3.3,,tree,,
RS01,,X,,PIPO,40-60,,,10,x,3.5,,tree,,
RS01,,X,,PIPO,20-40,,,312,x,4.7,,tree,,
RS01,X,,2577,PSME,37.2,11,2577,,,,,tree,,
RS01,,X,,CADE,40-60,,,10,x,1.9,,tree,,
RS01,,X,,PILA,20-40,,,267,x,3.1,,tree,,
RS01,,X,,ABCO,20-40,,,172,x,7,,tree,,
RS01,X,,2578,PIPO,55.5,10,2577,142,,6,,tree,,
RS01,,X,,CADE,60-80,,,74,x,3.4,,tree,,
RS01,,X,,PIPO,40-60,,,226,x,5.1,,tree,,
RS01,,X,,PIPO,40-60,,,18,x,4.1,,tree,,
RS01,,X,,PILA,20-40,,,168,x,6.8,,tree,,
RS01,,X,,CADE,20-40,,,296,x,4.2,,tree,,
RS01,X,,2579,PSME,99,15,2579,,,,too near road?,tree,,
